id;sentiment;message
56;;bonjour, pour souscrire une offre Sosh + livebox, il faut tre titulaire d'une ligne fixe en service ou support adsl. si ce n'est pas le cas, cela semble tre votre cas, vous devez ouvrir une ligne téléphonique chez Orange qui sera migré chez Sosh. les frais réclamé sont les frais d'ouverture de cette ligne chez Orange... ?
57;;"Il y avait deja une ligne puisque le precedent locataire était chez BOUYGUEs   c'est surtout qu a aucun moment, SOSH n a précisé qu'il fallait ouvrir une ligne et payer ces frais ""ils s occupaient de tout, sans surprise""....     j ai donc envoyé une lettre avec AR au service réclammation avec les factures etc, nous verrons bien !"
58;;bonsoir , j ai souscrit un contrat chez sosh pour ma fille a  4.99 forfait bloquee jusqu a present j arrivais a regler les factures par telephone et la plus possible de joindre ni sosh ni rien J e viens meme de recevoir une lettre de mise en demeure d orange pour la facture impayee  L eprobleme est que je n arrive ni a contacter sosh ni orange  et en attendant ma fille ne peut plus se servir de son tel si vous avez une solution je suis preneuse merci
59;;"Bonjour,   J'explique brievement mon problme. Abonné depuis quelques années en offre open chez orange j'ai décider de résilier mon mobile (environ 20€ pour 2h d'appel et 500mo d'internet...) pour passer chez un autre opérateur. Toutefois je souhaitais garder internet et je n'ai donc pas résilier l'offre internet dont je dispose a savoir une offre avec livebox noire et VDSL2.   Début janvier je m'appercois que j'ai des problmes de débit, Je vérifie sur ma box et suprise je suis repasser sur une offre classique ADSL .... Je regarde les offres sur le site commercial orange et oh surprise mon offre comprend bien la possibilité du vdsl ... ok on me repasse comme nouveau client mais sans me connecter a l'offre la mieux concernant ma ligne .. commercialement bizzare mais bref ....   Je contacte le 12 janvier le service commercial et demande à repasser en VDSL, aprs beaucoup d'explications la personne qui a l'air de n'avoir jamais entendu parler du vdsl me confirme que je vais passer en vdsl dans un délais de 24H. Le délais me parrait court mais soit, je patiente, au bout de trois jours toujours pas de changement comme prévu ni aucune information sur mon compte.   Par précaution je recontacte l'assistance le 15 janvier par chat qui aprs m'avoir posé des questions de verification me dit qu'il ne peut rien faire pour moi que je dois contacter le service client. Rebelote j'appel le service client et je tombe sur quelqu'un qui me dit ""aucune demande n'est faite sur votre ligne""... ok, la personne a l'air de maitriser plus que la premiere quelque jours avant et me dit donc qu'elle fait le necessaire pour l'activation du VDSL sur ma ligne. Me donne un délais de 15jours ce qui est déjà plus plausible et me dis que je vais recevoir un texto sur mon mobile pour la date de mise en place du vdsl.   Aujourd'hui 21 janvier toujours aucune nouvelle... Que dois je faire ? qui contacter? Ou suivre la mise en place du vdsl? ma demande est-elle vraiment prise en compte?   Gaspard"
60;;@Gaspardone_ Bonsoir dans un premeir temps je tient à vous informez que le délais pour faire activation du VDSL2 et bien de 15 jours    rendez vous dans votre suivi commande afin de voir qi il y a quelques chose de mentionné  disponible ici https://espaceclientv3.orange.fr/suivi.php?hd si aucune commande faire une réclamation ici https://espaceclientv3.orange.fr/depot-de-reclamation-en-ligne   je vous souhaite une bonne fin de soirée
61;;Bonjour @Gaspardone  Afin de vous venir en aide à propos du vdsl, pouvez vous m'envoyer en message privé vos coordonnées : numéro compte internet, numéro de téléphone, numéro de portable, nom et adresse actuelle. Bonne journée. Philippe
62;;Problme résolu dans la journée, un peu obliger de raler pour obtenir une chose simple ce qui en soit est quand meme dommage quand on demande plusieurs fois de faon aimable sans que rien ne soit fait. En une journée tout à été fait, prise en compte de la demande et passage en vdsl avec tout le suivi mail et sms qui été prévu à la base! Donc merci à la personne qui s'est occupé de tout aussi rapidement.
63;;"Bonjour,   Je suis actuellement abonné à l'offre livebox jet + TV (adsl). Je suis équipé (en location) d'une livebox 2 sagem et d'un décodeur TV. Client de longue date je bénéficie de l'avantage OCS. Cet avantage n'est plus proposé dans les nouveaux contrats, et si on change d'abonnement il est perdu et si vous voulez OCS il vous faudra le payer en plus de l'abonnement. Aujourd'hui j'ai été contacté par le service client d'orange pour faire le point sur mes offres. La conseillre, compte tenu de ma fidélité, ma proposé de passer gratuitement aux derniers modles de livebox et de décodeur TV ( les modles play de couleur noire). Elle m'a assuré que cela était considéré comme un simple changement de matériel et un aucun cas comme un changement d'offre et que donc je ne perdrais pas mon avantage OCS. Ce soir je viens de recevoir le mail avec le lien me permettant de valider le changement. Cependant quand je lis les conditions je suis tout à coup moins sr que cela n'équivaut pas à une modification de mon contrat. En effet il y est fait référence à "" la mise en service de ma nouvelle offre"" ... Pouvez vous me confirmer d'aprs vos expériences s'il s'agit seulement d'un changement de matériel sans changement de formule ou bien si cela équivaut à une nouvelle offre et dans ce cas à la perte des anciens avantages.   Cordialement musecool"
64;;"Bonsoir @musecool_  Logiquement, tout est bon   Si jamais ils connaissent bien leurs boulot, votre offre est deja OK (c'est la Jet) donc pas de ""migration"" ou ""changement d'offre"" à faire Juste à activer l'envoi/l'échange du matériel adéquat (qui aurait d tre fait lors du passage en Jet d'ailleurs)   Donc ils n'ont pas à toucher à votre offre, et donc l'avantage OCS ne devrait pas sauter   Aprés je vais pas dire le contraire, j'ai déja vue cette situation se produire... tout depend comment la commerciale a activé son truc Problme résolu ? Cliquez sur ""accepter comme solution"" dans la réponse. Cordialement."
65;;Bonsoir,   NE CLIQUEZ PAS SUR LE LIEN   Pour un changement de materiel, il n'y a pas à valider une nouvelle offre...   C'est le probleme du demarchage telephonique, ceux qui vous appelle sont là pour placer des offres.   nouvelle offre = nouvelle condition
66;;Bonsoir à tous   @musecool_  Principe numéro 1, ne jamais croire à ce qu'un commercial vous promet au téléphone ! Il n'y a pas de trace, pas d'écrit pour réclamer ensuite.   Tout comme @aerotech_, je vous déconseille d'effectuer votre changement de matériel dans ces conditions. Je n'ai pas le texte du mail sous les yeux mais il y a fort à parier que vous allez quitter une ancienne offre jet (avec OCS) pour une nouvelle offre jet (sans OCS).   Maintenant si votre matériel actuel fonctionne correctement, aucun intért à le faire évoluer, sauf si vous avez besoin d'une fonctionnalité particulire qui n'existerait que sur les Play. Bonne Année ------------------------------------------------------------------------------------------------------------- ÒJ'entends et j'oublie, Je vois et je me souviens, Je fais et je comprends.Ó (Confucius)
67;;Bonjour, je suis orange depuis des lustres, je vois que dans la rue le passage de la fibre est en cours, poteaux raccordés, je me suis renseigné chez oise numérique, et il n'y aurait que SFR comme fournisseur.   Est ce que c'est possible qu'orange ne propose rien, SFR serait il le Roi ?   Dans ce cas je dois quitter orange ?   Merci pour la réponse. Résolu ! Accéder à la solution.
68;;"Bonjour,     Oise numerique est une filiale de SFR, ils vont vous ""encourager"" à vous engager chez SFR. Pour savoir si Orange est raccordé à ce meme reseau, faites un test d'elligibilité : https://boutique.orange.fr/eligibilite"
69;;Merci pour cette réponse, mais est il possible qu'Orange ne fasse pas d'offre ? ou a l'inverse il y a forcément une offre ?
70;;Chaque operateur est libre d'installer ou non ses equipement sur un reseau fibré. Orange a tendance à les installer partout
71;;ok alors wait and see   Merci
72;;"Bonjour, Je viens de m'apercevoir que sur ma facture un certain service ""dispobiz"" m'a ete facturé.. En regardant sur internet on dirait que ce service est facturer sans le consentement de la personne. Je souhaiterai etre remboursé de cette somme (~7euros) et ne pas etre facturé le mois prochain (j'ai desactivé les services contact +). Merci d'avance Cdt, Eric"
73;;Bonjour,   Ici, tu ne t'adresses pas à Orange mais à ses clients ! Ils ne prennent pas d'ordres de ce genre !   Pour toute contestation: remplir le formulaire Contact+.(ou formulaire Internet + )
74;;Bonjour,
75;;
76;;Ici, tu ne t'adresses pas à Orange mais à ses clients !
77;;Ils ne prennent pas d'ordres de ce genre !
78;;Pour toute contestation: remplir le formulaire Contact+.(ou formulaire Internet + )
79;;Pour toute contestation: remplir le formulaire Contact+.(ou formulaire Internet + )
80;;Bonjour ,   un peu de lecture .   @
81;;"Bonjour Pouvez-vous me donner une indication sur la facturation de DISPOBIZ - ALLO-PAGES-INVERSE de 5.16 € ? Je n'ai jamais utilise ce service. Je souhaiterai etre remboursé de cette somme et ne pas etre facturé le mois prochain;   Cordialement   Bernard TRUEL"
82;;Bonjour @BEBERT78  Afin de vous venir en aide à propos de cet abonnement, pouvez vous m'envoyer en message privé vos coordonnées : numéro compte internet, numéro de téléphone, numéro de portable, nom et adresse actuelle. Bonne journée. Philippe
83;;j'ai le mme problme...
84;;Bonsoir, j'ai le mme probleme que BEBERT78, à savoir des services dispobiz et gibmedia qui m'ont été facturés alors que je ne sais mme pas à quoi ils correspondent. Philippe, pouvez vous m'aider?
85;;j'ai été facturé de 6.02 euros par dispobiz pourquoi cette facturation ?
86;;BONJOUR PHILIPPE   J'AI CONTATE QUE SUR MA RECENTE FACTURE UNE AUGMENTATION DE 14 EUROS ALORS QUE JE NE CONNAIS PAS CE SITE  ET N''AI EFFECTUE AUCUN ACHAT INTERNET. POUVEZ VOUS M'EXPLIQUER CELA ET ME DONNER LES DIRECtIVES AFIN DE ME FAIRE EMBOURSER. BONNE JOURNEE ET MERCI SALUTATIONS DISTINGUEES. N¡COMPTE/204991262     E/MAIL/gilles.herve15@wanadoo.fr   n)tel:06.48.36.91.59 ou 03.25.06.28.01   MR GILLES HERVE,5 CHE DES CERISIERS 52100 CHANCENAY
87;;J'ai le mme problme, j'ai contesté et j'ai fait une demande de remboursement, voici le lien :    formulaire Contact+.(ou formulaire Internet + ).   Cette méthode de facturation est scandaleuse et abusive, faite passer le message. Bien cdlt.
88;;"Bonjour, J'ai reu aujourd'hui un CD Rom ""Suite de Sécurité Orange"" avec un courrier m'indiquant que j'avais souscrit l'option Antivirus Orange. Je n'ai souscrit aucune option Antivirus Orange ! Je possde depuis de nombreuses années un logiciel de protection sur mon PC.   Que dois-je faire ? Merci de vos réponses."
